"dataset_code","var_name","id","name","count","Description","RelatedItem"
"turnover_recorded_music","method","A","Actual values",295,"No method applied.","[{""RelatedItem"":""Retrieval and Analysis of Eurostat Open Data with the eurostat Package "",""relatedItemType"":""Software"",""relationType"":""isCompiledBy"",""relatedItemIdentifier"":""https://ropengov.github.io/eurostat/"",""relatedItemIdentifierType"":""URL""}]"
"turnover_recorded_music","method","approx","Linear Approximation",8,"Replacing each missing item with interpolated values.","[{""RelatedItem"":""zoo: S3 Infrastructure for Regular and Irregular Time Series"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""DOI"",""relatedItemIdentifier"":""10.18637/jss.v014.i06""}]"
"turnover_recorded_music","method","ETS(A,N,N)","Exponential smoothing (A,N,N)",14,"Exponential smoothing (Additive trend, no seasonal component).","[{""RelatedItem"":""{forecast}: Forecasting functions for time series and linear models"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""URL"",""relatedItemIdentifier"":""https://pkg.robjhyndman.com/forecast/""}]"
"turnover_recorded_music","method","ETS(M,A,N)","Exponential smoothing (M,A,N)",1,"Exponential smoothing with the additive Holt’s linear method with multiplicative errors.","[{""RelatedItem"":""{forecast}: Forecasting functions for time series and linear models"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""URL"",""relatedItemIdentifier"":""https://pkg.robjhyndman.com/forecast/""}]"
"turnover_recorded_music","method","ETS(M,N,N)","Exponential smoothing (M,N,N)",20,"Exponential smoothing with simple exponential smoothing with multiplicative errors.","[{""RelatedItem"":""{forecast}: Forecasting functions for time series and linear models"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""URL"",""relatedItemIdentifier"":""https://pkg.robjhyndman.com/forecast/""}]"
"turnover_recorded_music","method","locf","Last Observation Carry Forward",38,"Replacing each missing item with the most recent non-missing prior to it.","[{""RelatedItem"":""zoo: S3 Infrastructure for Regular and Irregular Time Series"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""DOI"",""relatedItemIdentifier"":""10.18637/jss.v014.i06""}]"
"turnover_recorded_music","method","nocb","Next Observation Carry Backwards",44,"Replacing each missing item with the next non-missing prior after it.","[{""RelatedItem"":""zoo: S3 Infrastructure for Regular and Irregular Time Series"",""relationType"":""isCompiledBy"",""relatedItemIdentifierType"":""DOI"",""relatedItemIdentifier"":""10.18637/jss.v014.i06""}]"
"turnover_recorded_music","method","O","Missing values",36,"No method applied.","[{""RelatedItem"":""dataobservaotry"",""relatedItemType"":""Software"",""relationType"":""isCompiledBy"",""relatedItemIdentifier"":""10.5281/zenodo.5034752"",""relatedItemIdentifierType"":""DOI""}]"
"turnover_recorded_music","obs_status","A","Normal value",295,"To be used as default value if no value is provided or when no special coded qualification is assumed. Usually, it can be assumed that the source agency assigns sufficient confidence to the provided observation and/or the value is not expected to be dramatically revised.","[{""RelatedItem"":""SDMX Code List for Observation Status"",""relationType"":""IsDocumentedBy"",""relatedItemIdentifier"":""https://sdmx.org/?sdmx_news=new-version-of-code-list-for-observation-status-version-2-2/"",""relatedItemIdentifierType"":""URL""}]"
"turnover_recorded_music","obs_status","E","Estimated value",125,"Observation obtained through an estimation methodology (e.g. to produce back-casts) or based on the use of a limited amount of data or ad hoc sampling and through additional calculations (e.g. to produce a value at an early stage of the production stage while not all data are available). It may also be used in case of experimental data (e.g. in the context of a pilot ahead of a full scale production process) or in case of data of (anticipated/assessed) low quality. If needed, additional information can be provided through free text using the COMMENT_OBS attribute at the observation level or at a higher level. This code is to be used when the estimation is done by a sender agency. When the imputation is carried out by a receiver agency in order to replace or fill gaps in reported data series, the flag to use is I “Value imputed by a receiving agency”.","[{""RelatedItem"":""SDMX Code List for Observation Status"",""relationType"":""IsDocumentedBy"",""relatedItemIdentifier"":""https://sdmx.org/?sdmx_news=new-version-of-code-list-for-observation-status-version-2-2/"",""relatedItemIdentifierType"":""URL""}]"
"turnover_recorded_music","obs_status","O","Missing value",36,"This code is to be used when no breakdown is made between the reasons why data are missing. Data can be missing due to many reasons: data cannot exist, data exist but are not collected (e.g. because they are below a certain threshold or subject to a derogation clause), data are unreliable, etc.","[{""RelatedItem"":""SDMX Code List for Observation Status"",""relationType"":""IsDocumentedBy"",""relatedItemIdentifier"":""https://sdmx.org/?sdmx_news=new-version-of-code-list-for-observation-status-version-2-2/"",""relatedItemIdentifierType"":""URL""}]"
"turnover_recorded_music","unit","EUR","Euro",12,"Measured in euro",""
